Name,Nord-Süd,Dena Regionen,Kraftwerksart,Energieträger,EE/nicht EE,Bundesland,spez. Standort,Unerklärte Ziffer
NIEDERAUSSEM_E,Süd,74,Kohlekraftwerke,Braunkohle ,nicht EE,Nordrhein-Westfalen,"50°59'32.3""N 6°40'23.8""E",
NIEDERAUSSEM_F,Süd,74,Kohlekraftwerke,Braunkohle ,nicht EE,Nordrhein-Westfalen,"50°59'32.3""N 6°40'23.8""E",
NIEDERAUSSEM_G,Süd,74,Kohlekraftwerke,Braunkohle ,nicht EE,Nordrhein-Westfalen,"50°59'32.3""N 6°40'23.8""E",
NIEDERAUSSEM_H,Süd,74,Kohlekraftwerke,Braunkohle ,nicht EE,Nordrhein-Westfalen,"50°59'32.3""N 6°40'23.8""E",
Heizkraftwerk Altbach/Deizisau GT A,Süd,76,GuD-Kraftwerk,Erdgas,nicht EE,Baden-Württemberg,"48°43'07.9""N 9°22'33.5""E",
Heizkraftwerk Altbach/Deizisau GT B,Süd,77,GuD-Kraftwerk,Erdgas,nicht EE,Baden-Württemberg,"48°43'07.9""N 9°22'33.5""E",
Heizkraftwerk Altbach/Deizisau GT C,Süd,78,GuD-Kraftwerk,Erdgas,nicht EE,Baden-Württemberg,"48°43'07.9""N 9°22'33.5""E",
Heizkraftwerk Gaisburg Block 3,Süd,42,GuD-Kraftwerk,Erdgas,nicht EE,Baden-Württemberg,"48°46'53.5""N 9°13'53.5""E",
Heizkraftwerk_Pforzheim,Süd,75,Heizkraftwerk,Erdgas,nicht EE,Baden-Württemberg,"48°53'47.3""N 8°43'29.5""E",
Kraftwerk Walheim GT D,Süd,42,Gasturbinenkraftwerk,Erdgas,nicht EE,Baden-Württemberg,"49°01'04.5""N 9°09'23.6""E",
Reservekraftwerk Marbach DT 3,Süd,,Heizkraftwerk (GuD),Erdgas,nicht EE,Baden-Württemberg,"48°55'37.2""N 9°13'48.2""E",
Reservekraftwerk Marbach GT 2,Süd,,Heizkraftwerk (GuD),Erdgas,nicht EE,Baden-Württemberg,"48°55'37.2""N 9°13'48.2""E",
Reservekraftwerk Marbach GT 3,Süd,,Heizkraftwerk (GuD),Erdgas,nicht EE,Baden-Württemberg,"48°55'37.2""N 9°13'48.2""E",
Gebersdorf 1,Nord,24,GuD-Kraftwerk,Erdgas,nicht EE,Bayern,"49°25'17.8""N 11°00'34.5""E",
Gebersdorf 2,Nord,24,GuD-Kraftwerk,Erdgas,nicht EE,Bayern,"49°25'17.8""N 11°00'34.5""E",
Gebersdorf GT,Nord,24,GuD-Kraftwerk,Erdgas,nicht EE,Bayern,"49°25'17.8""N 11°00'34.5""E",
Irsching 4,Süd,27,Heizkraftwerk (GuD),Erdgas,nicht EE,Bayern,"48°46'00.1""N 11°34'35.7""E",
Irsching 5,Süd,28,Heizkraftwerk (GuD),Erdgas,nicht EE,Bayern,"48°46'00.1""N 11°34'35.7""E",
Irsching 6 (bnBm),Süd,29,Heizkraftwerk (GuD),Erdgas,nicht EE,Bayern,"48°46'00.1""N 11°34'35.7""E",
München Nord 2,Süd,25,GuD-Kraftwerk,Erdgas,nicht EE,Bayern,"48°10'54.5""N 11°38'18.1""E",
Netzreservekraftwerk UPM Schongau,,,Heizkraftwerk (KWK),Erdgas,nicht EE,Bayern,"47°48'17.7""N 10°54'17.3""E",
UPM Schongau HKW3,,,Heizkraftwerk (KWK),Erdgas,nicht EE,Bayern,"47°48'17.7""N 10°54'17.3""E",
Würzburg GT 1,Süd,25,Heizkraftwerk (GuD),Erdgas,nicht EE,Bayern,"49°47'58.9""N 9°55'26.2""E",
50H Berlin Lichterfelde,Nord,81,Heizkraftwerk (GuD),Erdgas,nicht EE,Berlin,"52° 25′ 32″ N, 13° 18′ 36″ O",
50H Berlin Marzahn,Nord,81,Heizkraftwerk (GuD),Erdgas,nicht EE,Berlin,"52° 31′ 26″ N, 13° 31′ 19″ O",
50H Berlin Mitte,Nord,81,Heizkraftwerk (GuD),Erdgas,nicht EE,Berlin,"52° 30′ 41″ N, 13° 25′ 16″ O",
Ahrensfelde A (KapRes),Nord,81,Gasturbinenkraftwerk (GTKW),Erdgas,nicht EE,Brandenburg,"52°35'20.8""N 13°33'31.8""E",
Ahrensfelde B (KapRes),Nord,81,Gasturbinenkraftwerk (GTKW),Erdgas,nicht EE,Brandenburg,"52°35'20.8""N 13°33'31.8""E",
SW München KW-Pool,,,Kraftwerksmix,?,,Bayern,?,
Ahrensfelde C (KapRes),Nord,81,Gasturbinenkraftwerk (GTKW),Erdgas,nicht EE,Brandenburg,"52°35'20.8""N 13°33'31.8""E",
Ahrensfelde D (KapRes),Nord,81,Gasturbinenkraftwerk (GTKW),Erdgas,nicht EE,Brandenburg,"52°35'20.8""N 13°33'31.8""E",
Thyrow A (SysRel),Nord,,Gasturbinenkraftwerk,Erdgas,nicht EE,Brandenburg,"52°13'47.9""N 13°18'04.8""E",
Thyrow B (SysRel),Nord,,Gasturbinenkraftwerk,Erdgas,nicht EE,Brandenburg,"52°13'47.9""N 13°18'04.8""E",
Thyrow C (SysRel),Nord,,Gasturbinenkraftwerk,Erdgas,nicht EE,Brandenburg,"52°13'47.9""N 13°18'04.8""E",
Thyrow D (SysRel),Nord,,Gasturbinenkraftwerk,Erdgas,nicht EE,Brandenburg,"52°13'47.9""N 13°18'04.8""E",
Thyrow E (SysRel),Nord,,Gasturbinenkraftwerk,Erdgas,nicht EE,Brandenburg,"52°13'47.9""N 13°18'04.8""E",
Bremen BHKW,Nord,22,Blockheizkraftwerk,Erdgas,nicht EE,Bremen,"53° 3′ 35″ N, 8° 52′ 23″ O",
50H UW Putlitz,Nord,81,Umspannwerk,?,,Brandenburg,"53° 15' 3"" N, 12° 5' 16"" O",16949
50H Hamburg Tiefstack GuD,Nord,82,Heizkraftwerk (GuD),Erdgas,nicht EE,Hamburg,"53° 31′ 37″ N, 10° 3′ 49″ O",22113
Frankfurt West 4,,24,Heizkraftwerk,Erdgas,nicht EE,Hessen,"50° 5′ 54″ N, 8° 39′ 12″ O",
INFRA_HOE_GTX1,,,Kraft-Wärme-Kopplung,Erdgas,nicht EE,Hessen,"50°04'44.6""N 8°32'01.5""E",
INFRA_HOE_GTX2,,,Kraft-Wärme-Kopplung,Erdgas,nicht EE,Hessen,"50°04'44.6""N 8°32'01.5""E",
Netzreservekraftwerk Darmstadt/GTKW GT11,,,Gasturbinenkraftwerk,Erdgas,nicht EE,Hessen,"49° 53′ 8″ N, 8° 38′ 58″ O",
Netzreservekraftwerk Darmstadt/GTKW GT12,,,Gasturbinenkraftwerk,Erdgas,nicht EE,Hessen,"49° 53′ 8″ N, 8° 38′ 58″ O",
Niederrad 1,,,Heizkraftwerk,Erdgas,nicht EE,Hessen,"50° 5′ 7″ N, 8° 37′ 39″ O",
ReserveKW Staudinger 4,,,Dampfkraftwerk,Erdgas,nicht EE,Hessen,"50° 5′ 17″ N, 8° 57′ 8″ O",
50H Rostock Marienehe,Nord,81,Heizkraftwerk (GuD),Erdgas,nicht EE,Mecklenburg-Vorpommern,"54,088451,  12,129207",18055
Emden 4 GT (KapRes),Nord,22,Heizkraftwerk (GuD / CCGT),Erdgas,nicht EE,Niedersachsen,"53°21'29.0""N 7°12'55.0""E",
Emsland Block B,Nord,22,Heizkraftwerk (GuD / CCGT),Erdgas,nicht EE,Niedersachsen,"52°28'51.9""N 7°18'06.5""E",
Emsland Block C,Nord,22,Heizkraftwerk (GuD / CCGT),Erdgas,nicht EE,Niedersachsen,"52°28'51.9""N 7°18'06.5""E",
Emsland Block D,Nord,22,GuD-Kraftwerk,Erdgas,nicht EE,Niedersachsen,"52° 28′ 51″ N, 7° 18′ 21″ O",
Robert Frank 4 GT (KapRes),,,GuD Kraftwerk,Erdgas,nicht EE,Niedersachsen,"52°32'46.8""N 9°06'59.0""E",
GERSTEINW_DTF2 (KapRes),Süd,73,Heizkraftwerk (GuD / CCGT),Erdgas,nicht EE,Nordrhein-Westfalen,"51°40'24.1""N 7°42'42.7""E",
GERSTEINW_F (KapRes),Süd,73,Heizkraftwerk (GuD / CCGT),Erdgas,nicht EE,Nordrhein-Westfalen,"51°40'24.1""N 7°42'42.7""E",
GERSTEINW_G (KapRes),Süd,73,Heizkraftwerk (GuD / CCGT),Erdgas,nicht EE,Nordrhein-Westfalen,"51°40'24.1""N 7°42'42.7""E",
GERSTEINW_GTF1 (KapRes),Süd,73,Heizkraftwerk (GuD / CCGT),Erdgas,nicht EE,Nordrhein-Westfalen,"51°40'24.1""N 7°42'42.7""E",
GERSTEINW_K1,Süd,73,Heizkraftwerk (GuD / CCGT),Erdgas,nicht EE,Nordrhein-Westfalen,"51°40'24.1""N 7°42'42.7""E",
GUD_HERNE_6,Süd,72,GuD-Kraftwerk,Erdgas,nicht EE,Nordrhein-Westfalen,"51° 33′ 5″ N, 7° 11′ 20″ O",
HAMMUENTROP_10,Süd,73,GuD-Kraftwerk,Erdgas,nicht EE,Nordrhein-Westfalen,"51° 40′ 26″ N, 7° 55′ 45″ O",
HAMMUENTROP_20,Süd,73,GuD-Kraftwerk,Erdgas,nicht EE,Nordrhein-Westfalen,"51° 40′ 26″ N, 7° 55′ 45″ O",
HERDECKE_H6,Süd,73,GuD-Kraftwerk,Erdgas,nicht EE,Nordrhein-Westfalen,"51°24'10.6""N 7°24'46.6""E",
HKW_ROEMER_KW,,,Heizkraftwerk (GuD),Erdgas,nicht EE,Nordrhein-Westfalen,"49°13'26.8""N 7°00'54.9""E",
HKW_ROEMER_LM600,,,Heizkraftwerk (GuD),Erdgas,nicht EE,Nordrhein-Westfalen,"49°13'26.8""N 7°00'54.9""E",
KNAPSACK_20,Süd,74,GuD-Kraftwerk,Erdgas,nicht EE,Nordrhein-Westfalen,"50°51'34.3""N 6°50'33.5""E",
Knapsack 1,Süd,74,GuD-Kraftwerk,Erdgas,nicht EE,Nordrhein-Westfalen,"50°51'34.3""N 6°50'33.5""E",
LAUSWARD_GUDF,,,Heizkraftwerk (KWK),Erdgas,nicht EE,Nordrhein-Westfalen,"51°13'14.2""N 6°43'53.3""E",
NIEHL-31-GUD,Süd,74,Heizkraftwerk (GuD),Erdgas,nicht EE,Nordrhein-Westfalen,"50° 58′ 30″ N, 6° 59′ 17″ O",
NIEHL-II,Süd,74,Heizkraftwerk (GuD),Erdgas,nicht EE,Nordrhein-Westfalen,"50° 58′ 30″ N, 6° 59′ 17″ O",
SWDU_HKW_3B,,,Heizkraftwerk (GuD),Erdgas,nicht EE,Nordrhein-Westfalen,"51°23'31.0""N 6°44'49.9""E",
HKW BARMEN 1,Süd,72,Heizkraftwerk (GuD),Erdgas,nicht EE,NRW,"51° 16′ 8″ N, 7° 12′ 1″ O",
KMW_KW3,,,GuD-Kraftwerk,Erdgas,nicht EE,Rheinland-Pfalz,"50°01'34.8""N 8°14'13.9""E",
KMW_KW5,,,Heizkraftwerk (KWK),Erdgas,nicht EE,Rheinland-Pfalz,"50°01'34.8""N 8°14'13.9""E",
50H Stralsund BHKW+P2H,Nord,81,Blockheizkraftwerk,?,,Mecklenburg-Vorpommern,"ca. 54,337817,  13,057407",18435
Netzreservekraftwerk KMW 2 DT,,,Heizkraftwerk (KWK),Erdgas,nicht EE,Rheinland-Pfalz,"50°01'34.8""N 8°14'13.9""E",
50H Halle-Dieselstr HKW-BlockA,Nord,83,Heizkraftwerk,Erdgas,nicht EE,Sachsen-Anhalt,,6130
50H Halle-Trotha HKW,Nord,83,Heizkraftwerk,Erdgas,nicht EE,Sachsen-Anhalt,,6188
Audorf,Nord,21,Gasturbinenkraftwerk (GTKW),Erdgas,nicht EE,Schleswig-Holstein,"54°17'25.6""N 9°43'23.1""E",
Kiel (Küstenkraftwerk gesamt),Nord,31,Gasmotorenheizkraftwerk,Erdgas,nicht EE,Schleswig-Holstein,"54° 20′ 29″ N, 10° 10′ 41″ O",
50H Erfurt-Ost HKW GuD,Nord,83,Heizkraftwerk (GuD),Erdgas,nicht EE,Thüringen,"51° 1′ 7″ N, 11° 2′ 22″ O",
50H Neubrandenburg GuD,Nord,81,Heizkraftwerk (GuD),Erdgas,nicht EE,,,
HERNE_4,Süd,72/73,GuD-Kraftwerk + Kohlekraftwerk,Erdgas / Steinkohle,nicht EE,Nordrhein-Westfalen,"51°33'04.8""N 7°11'08.0""E",
LEIPHEIM_10 (bnBm),,,Gasturbinenkraftwerk,Ergas,nicht EE,Bayern,"48°26'09.2""N 10°14'04.5""E",
BIBLIS_GT (bnBm),Süd,75,Gasturbinenkraftwerk (GTKW),Ergas,nicht EE,Hessen,"49°42'19.4""N 8°24'57.6""E",
EE Bayern,Süd,25 + 26,Erneuerbare Pool,Erneuerbare,EE,Bayern,,
50H UW Bertikow,Nord,81,Umspannwerk EE,Erneuerbare,EE,Brandenburg,"53° 15' 9"" N, 13° 57' 25"" O",
50H UW Schönewalde,Nord,81/84,Umspannwerk EE,Erneuerbare,EE,Brandenburg,"51°49'41""N   13°9'26""E",
50H UW Wustermark,Nord,81,Umspannwerk EE,Erneuerbare,EE,Brandenburg,"52° 33' 40"" N, 12° 56' 26"" O",
EE Hessen,,,Erneuerbare Pool,Erneuerbare,EE,Hessen,,
50H UW Wessin,Nord,81,Umspannwerk EE,Erneuerbare,EE,Mecklenburg-Vorpommern,"53° 34' 20"" N, 11° 41' 55"" O",
EE Niedersachsen,,,Erneuerbare Pool,Erneuerbare,EE,Niedersachsen,,
ReserveKW Ingolstadt 3,,,Ölkraftwerk,Heizöl schwer,nicht EE,Bayern,"48°45'45.7""N 11°30'18.2""E",
ReserveKW Ingolstadt 4,,,Ölkraftwerk,Heizöl schwer,nicht EE,Bayern,"48° 45′ 43″ N, 11° 30′ 9″ O",
50H Hamburg Tiefstack 2 HKW SK,Nord,82,Heizkraftwerk,Kohle,nicht EE,Hamburg,"53° 31′ 37″ N, 10° 3′ 49″ O",22113
OWP UW Diele,Nord,22,Umspannwerk Wind,Offshore Wind,EE,Niedersachsen,"53° 7′ 12″ N, 7° 18′ 50″ E",
OWP UW Dörpen-West,Nord,22,Umspannwerk Wind,Offshore Wind,EE,Niedersachsen,"53° 0′ N, 7° 18′ O",
OWP UW Emden-Ost,Nord,22,Umspannwerk Wind,Offshore Wind,EE,Niedersachsen,"ca. 53° 22′ N, 7° 12′ O",
OWP UW Büttel,Nord,22,Umspannwerk Wind,Offshore Wind,EE,Schleswig-Holstein,"53,917659° N, 9,235118° O",
Irsching 3,Süd,26,Ölkraftwerk,Öl,nicht EE,Bayern,"48°46'00.1""N 11°34'35.7""E",
Itzehoe,Nord,21,Ölkraftwerk,Öl,nicht EE,Schleswig-Holstein,"53°57'58.9""N 9°26'55.9""E",
50H PV Witznitz,Nord,83/84,Freiflächen PV,Sonne,EE,Sachsen,"51° 10′ 1,9″ N, 12° 28′ 44,8″ O",
Grosskraftwerk Mannheim Block 6,Süd,75,Dampfkraftwerk,Steinkohle,nicht EE,Baden-Württemberg,"49° 26′ 44″ N, 8° 29′ 26″ O",
Grosskraftwerk Mannheim Block 6 und 8,Süd,75,Kohlekraftwerk,Steinkohle,nicht EE,Baden-Württemberg,"49°26'39.4""N 8°30'11.4""E",
Grosskraftwerk Mannheim Block 7,Süd,75,Kohlekraftwerk,Steinkohle,nicht EE,Baden-Württemberg,"49°26'39.4""N 8°30'11.4""E",
Heizkraftwerk Altbach/Deizisau Block 2,Süd,75,Kohlekraftwerk,Steinkohle,nicht EE,Baden-Württemberg,"48°43'07.9""N 9°22'33.5""E",
Reservekraftwerk Altbach/Deizisau Block 1,Süd,,Kohlekraftwerk (Fuel Switch),Steinkohle,nicht EE,Baden-Württemberg,"48°43'02.1""N 9°22'26.5""E",
Reservekraftwerk Heilbronn Block 5,Süd,,Heizkraftwerk,Steinkohle,nicht EE,Baden-Württemberg,"49°10'41.9""N 9°12'30.6""E",
Reservekraftwerk Heilbronn Block 6,Süd,,Heizkraftwerk,Steinkohle,nicht EE,Baden-Württemberg,"49°10'41.9""N 9°12'30.6""E",
Reservekraftwerk Rheinhafen-Dampfkraftwerk Karlsruhe Block 4,Süd,,Kohlekraftwerk ,Steinkohle,nicht EE,Baden-Württemberg,"49°00'50.0""N 8°18'20.5""E",
Reservekraftwerk Walheim Block 1,Süd,,Kohlekraftwerk,Steinkohle,nicht EE,Baden-Württemberg,"49°01'02.9""N 9°09'25.0""E",
Reservekraftwerk Walheim Block 2,Süd,,Kohlekraftwerk,Steinkohle,nicht EE,Baden-Württemberg,"49°01'02.9""N 9°09'25.0""E",
Rheinhafen-Dampfkraftwerk Karlsruhe Block 7,Süd,,Dampfkraftwerk,Steinkohle,nicht EE,Baden-Württemberg,"49° 0′ 45″ N, 8° 18′ 10″ O",
Rheinhafen-Dampfkraftwerk Karlsruhe Block 8,Süd,,Dampfkraftwerk,Steinkohle,nicht EE,Baden-Württemberg,"49° 0′ 45″ N, 8° 18′ 10″ O",
Zolling 5,Süd,26,Steinkohlekraftwerk,Steinkohle,nicht EE,Bayern,"48° 27′ 18″ N, 11° 47′ 56″ O",
50H Berlin Reuter West,Nord,81,Heizkraftwerk,Steinkohle,nicht EE,Berlin,"52° 32′ 7″ N, 13° 14′ 34″ O",13599
Farge,Nord,22,Kohlekraftwerk,Steinkohle,nicht EE,Bremen,"53° 12′ 8″ N, 8° 31′ 1″ O",
Frankfurt West 2,,24,Heizkraftwerk,Steinkohle,nicht EE,Hessen,"50° 5′ 54″ N, 8° 39′ 12″ O",
Frankfurt West 3,,24,Heizkraftwerk,Steinkohle,nicht EE,Hessen,"50° 5′ 54″ N, 8° 39′ 12″ O",
ReserveKW Staudinger 5,,,Kohlekraftwerk,Steinkohle,nicht EE,Hessen,"50°05'14.3""N 8°57'28.0""E",
Mehrum,Nord,23,Dampfkraftwerk,Steinkohle,nicht EE,Niedersachsen,"52° 18′ 51″ N, 10° 5′ 29″ O",
Wilhelmshaven (ENGIE),Nord,22,Dampfkraftwerk,Steinkohle,nicht EE,Niedersachsen,"53° 34′ 29″ N, 8° 8′ 13″ O",
Datteln_4,Süd,72,Kohlekraftwerk ,Steinkohle,nicht EE,Nordrhein-Westfalen,"51°37'57.0""N 7°20'27.0""E",
Heyden,Nord,23,Kohlekraftwerk,Steinkohle,nicht EE,Nordrhein-Westfalen,"52°22'44.8""N 8°59'47.7""E",
ReserveKW Heyden,,,Kohlekraftwerk,Steinkohle,nicht EE,Nordrhein-Westfalen,"52°22'44.0""N 8°59'46.4""E",
SCHOLVEN_B,,,Kohlekraftwerk,Steinkohle,nicht EE,Nordrhein-Westfalen,"51°35'49.6""N 7°00'14.3""E",
STUMMHAFEN_10,,,Kohlekraftwerk,Steinkohle,nicht EE,Nordrhein-Westfalen,"51°36'49.9""N 7°27'59.8""E",
WALSUM_10,,,Steinkohlekraftwerk,Steinkohle,nicht EE,Nordrhein-Westfalen,"51° 31′ 43″ N, 6° 42′ 43″ O",
BERGKAMEN_A,Süd,73,Heinzkraftwerk,Steinkohle,nicht EE,NRW,"51° 38′ 13″ N, 7° 37′ 8″ O",
Bexbach A,Süd,75,Dampfkraftwerk,Steinkohle,nicht EE,Saarland,"49° 21′ 47″ N, 7° 14′ 16″ O",
Kühtai 1 (TIWAG),Österreich,Österreich,,,,Österreich?,,
Kühtai 2 (Uniper),Österreich,Österreich,,,,Österreich?,,
Netzreservekraftwerk VOELKLINGEN_HKV,Süd,,Kohlekraftwerke,Steinkohle,nicht EE,Saarland,"49°14'56.8""N 6°52'51.5""E",
Netzreservekraftwerk VOELKLINGEN_MKV,Süd,,Kohlekraftwerke,Steinkohle,nicht EE,Saarland,"49°14'56.8""N 6°52'51.5""E",
VOELKLINGEN_HKV,Süd,,Kohlekraftwerke,Steinkohle,nicht EE,Saarland,"49°14'56.8""N 6°52'51.5""E",
Weiher C,Süd,75,Kohlekraftwerk,Steinkohle,nicht EE,Saarland,"49°20'07.3""N 7°01'47.3""E",
50H Hamburg Wedel1,Nord,82,Heizkraftwerk,Steinkohle,nicht EE,Schleswig-Holstein,,22880
Staudinger 5,,,Dampfkraftwerk,Steinkohle & 3 % Klärschlamm,nicht EE,Hessen,"50° 5′ 17″ N, 8° 57′ 8″ O",
Pumpspeicherwerk Glems,Süd,42,Pumpspeicherkraftwerk,Wasser,EE,Baden-Württemberg,"48°30'17.7""N 9°17'13.3""E",
Pumpspeicherwerk Schluchseegruppe Häusern/Waldshut/Witznau RZ TNG,Süd,42,Pumpspeicherkraftwerk,Wasser,EE,Baden-Württemberg,"47°45'18.2""N 8°11'14.6""E",
Pumpspeicherwerk Säckingen RZ TNG,Süd,42,Pumpspeicherkraftwerk,Wasser,EE,Baden-Württemberg,"47°33'55.0""N 7°57'11.4""E",
Leitzach 1 M11,,,Pumpspeicherkraftwerke ,Wasser,EE,Bayern,"47°52'25.7""N 11°52'17.6""E",
Leitzach 2 M21,,,Pumpspeicherkraftwerke ,Wasser,EE,Bayern,"47°52'25.7""N 11°52'17.6""E",
Leitzach 2 M22,,,Pumpspeicherkraftwerke ,Wasser,EE,Bayern,"47°52'25.7""N 11°52'17.6""E",
Reisach 1,,,Pumpspeicherkraftwerk,Wasser,EE,Bayern,"49°31'47.4""N 12°17'07.8""E",
Reisach 2,,,Pumpspeicherkraftwerk,Wasser,EE,Bayern,"49°31'47.4""N 12°17'07.8""E",
Reisach 3,,,Pumpspeicherkraftwerk,Wasser,EE,Bayern,"49°31'47.4""N 12°17'07.8""E",
Waldeck 5,,73/25,Pumpspeicherkraftwerk,Wasser,EE,Hessen,"51°10'02.3""N 9°02'47.2""E",
Erzhausen 1,Süd,24/75,Pumpspeicherkraftwerk,Wasser,EE,Niedersachsen,"51° 53′ 55″ N, 9° 55′ 30″ O",37548
Erzhausen 2,Süd,24/75,Pumpspeicherkraftwerk,Wasser,EE,Niedersachsen,"51° 53′ 55″ N, 9° 55′ 30″ O",37548
Erzhausen 3,Süd,24/75,Pumpspeicherkraftwerk,Wasser,EE,Niedersachsen,"51° 53′ 55″ N, 9° 55′ 30″ O",37548
Erzhausen 4,Süd,24/75,Pumpspeicherkraftwerk,Wasser,EE,Niedersachsen,"51° 53′ 55″ N, 9° 55′ 30″ O",37548
Vorarlberger Ilwerke,,,Pumpspeicherkraftwerk,Wasser,EE,,,
50H OWP Arcadis Ost 1,Nord,80,Offshore Windpark,Wind,EE,Mecklenburg-Vorpommern,"54° 48′ 0″ N, 13° 41′ 0″ O",
50H OWP Baltic 1+2 Süd MIO,Nord,80,Offshore Windpark,Wind,EE,Mecklenburg-Vorpommern,"54° 36′ 50″ N, 12° 40′ 0″ O (1) 54° 58′ 24″ N, 13° 10′ 40″ O (2)",
50H UW Altentreptow,Nord,81,Umspannwerk Wind,Wind,EE,Mecklenburg-Vorpommern,"53° 42′ N, 13° 15′ O",17087
50H OWP Arkona,Nord,80,Offshore Windpark,Wind,EE,Ostsee,"54° 46′ 55″ N, 14° 7′ 16″ O",
50H Dresden-Nossen,Nord,84,,,,,,
50H EnviaTherm Bitterfeld-Wolfen GuD,Nord,83/84,,,,,,
50H Halle-Dieselstr HKW-BlockB,Nord,83,,,,,,
50H Halle-Dieselstr HKW-BlockC,Nord,83,,,,,,
50H Hamburg MMB BHKW P2H,Nord,82,,,,,,
50H Hamburg MMB BHKW PtH,Nord,82,,,,,,
50H Hamburg Wedel1 Block1,Nord,82,,,,,,
50H InfraLeuna IKW,Nord,83,,,,,,
50H Leipzig Nord GuD,Nord,83/84,,,,,,
50H Leipzig Süd GuD,Nord,83/84,,,,,,
50H OWP Wikinger,Nord,80,Offshore Windpark,Wind,EE,Ostsee,"54° 50′ 2″ N, 14° 4′ 5″ O",
50H OWP MIO Baltic 1+2,Nord,80,,,,,,
50H Stralsund BHKW+PtH,Nord,81,,,,,,
50H_AVA_CR_FOE,Nord,81/ 83,,,,,,
50H_AVA_CR_STW,Nord,81/ 83,,,,,,
50H_AVA_CR_WOL,Nord,81,,,,,,
50H_EDIS_CR_ATS,Nord,81,,,,,,
50H_EDIS_CR_BW,Nord,81,,,,,,
50H_EDIS_CR_EH,Nord,84,,,,,,
50H_EDIS_CR_GUE_Nord,Nord,81,,,,,,
50H_EDIS_CR_GUE_Sued,Nord,81,,,,,,
50H_EDIS_CR_LHG,Nord,81,,,,,,
50H_EDIS_CR_NHG_Nord,Nord,81,,,,,,
50H_EDIS_CR_PAS,Nord,81,,,,,,
50H_EDIS_CR_PE,Nord,81,,,,,,
50H_EDIS_CR_PZS,Nord,81,,,,,,
50H_EDIS_CR_SOW_Nord,Nord,84,,,,,,
50H_EDIS_CR_SOW_Sued,Nord,84,,,,,,
50H_EDIS_CR_WU,Nord,81,,,,,,
50H_MNS_CR_ADB,,,,,,,,
50H_MNS_CR_FRN,,,,,,,,
50H_MNS_CR_GRS,Nord,84,,,,,,
50H_MNS_CR_HER,Nord,84,,,,,,
50H_MNS_CR_JEN,Nord,84,,,,,,
50H_MNS_CR_JSN,Nord,84,,,,,,
50H_MNS_CR_KLM,,,,,,,,
50H_MNS_CR_LAU_Nord,Nord,84,,,,,,
50H_MNS_CR_LAU_Sued,Nord,84,,,,,,
50H_MNS_CR_MA_Nord,Nord,84/83,,,,,,
50H_MNS_CR_MA_Sued,Nord,84/83,,,,,,
50H_MNS_CR_PRL,Nord,84,,,,,,
50H_MNS_CR_PRL_TU,Nord,84,,,,,,
50H_MNS_CR_PUL,,,,,,,,
50H_MNS_CR_RAG,Nord,81,,,,,,
50H_MNS_CR_ROE,,,,,,,,
